node_number,edge_number,path_number,f1_score,f1_pair_score
12,20,32,0.9162790697674419,0.5493562231759657
12,20,37,0.6666666666666665,0.28571428571428575
12,20,73,1.0,1.0
12,20,74,0.653295128939828,0.28695652173913044
12,20,70,0.7789473684210527,0.5230769230769231
12,20,123,0.0,0.0
12,20,38,0.8,0.5
12,20,39,0.6934306569343066,0.2608695652173913
12,20,35,0.7766714082503556,0.3467933491686461
12,20,66,0.9593147751605996,0.3839479392624729
12,20,76,0.8512241054613936,0.48306332842415317
12,20,72,0.0,0.0
12,20,37,0.791044776119403,0.19444444444444445
12,20,38,0.8148148148148148,0.5084745762711865
12,20,35,0.9773869346733668,0.7476635514018691
12,20,78,0.7956043956043957,0.483271375464684
12,20,72,0.8033012379642366,0.38
12,20,72,0.7894736842105262,0.307277628032345
12,20,125,0.7392739273927392,0.39266055045871556
12,20,34,0.8,0.5
12,20,33,0.7983706720977597,0.40506329113924056
12,20,69,0.7407407407407407,0.48148148148148145
12,20,75,0.6554216867469879,0.3333333333333333
12,20,73,0.9017341040462429,0.5641025641025641
12,20,128,0.0,0.0
12,20,125,0.7033747779751333,0.34620886981402
